lat,lon
52.2451189,0.5738211
52.2443504,0.5721903
52.2435292,0.5707204
52.2429642,0.5689502
52.2425372,0.5678666
52.2422087,0.5667937
52.241427,0.5656242
52.2409342,0.5649269
52.2400933,0.5637896
52.2395283,0.5630064
52.2388253,0.5622983
52.2378529,0.5610967
52.2367885,0.5600882
52.2361709,0.5593371
52.2349488,0.5578566
52.2333587,0.5560541
52.2318342,0.5545306
52.2310457,0.5537367
52.2296132,0.5531573
52.227392,0.5527067
52.2257753,0.5521274
52.22383,0.5519342
52.221924,0.5518699
52.2208198,0.551827
52.2199522,0.551548
52.2188348,0.5512476
52.2173361,0.5506253
52.2152195,0.5492091
52.2128398,0.5472565
52.2113672,0.545733
52.2094738,0.543673
52.2083562,0.5415916
52.2077908,0.5407333
52.2073568,0.5397892
52.2061208,0.5375791
52.2048978,0.5355406
52.2034907,0.5333519
52.2014918,0.5302191
52.2001241,0.5279016
52.1990588,0.5263996
52.1980066,0.5247688
52.1968229,0.5229449
52.1957181,0.5209279
52.1949552,0.5190182
52.1948895,0.5174088
52.1947711,0.5161428
52.1947711,0.5156493
52.1950342,0.51404
52.1952578,0.5131817
52.1955734,0.511229
52.1958233,0.5079675
52.1958496,0.5033112
52.1959154,0.4989767
52.1957313,0.4946637
52.1954682,0.4917884
52.1953367,0.490973
52.1949552,0.4893851
52.194245,0.4872823
52.1935084,0.4861236
52.1922325,0.4840422
52.1911144,0.4824328
52.190312,0.4809093
52.1891807,0.4798794
52.1878783,0.4783773
52.1871153,0.4763389
52.1867338,0.4738927
52.1865891,0.4724121
52.1865891,0.4708028
52.1866417,0.4688501
52.1870627,0.4672194
52.1876415,0.4655671
52.1882204,0.4650521
52.1886676,0.4641724
52.1892728,0.4633355
52.1902067,0.4630566
52.1908513,0.4634213
52.1912854,0.4633999
52.1918642,0.4626274
52.1929559,0.4615545
52.1937451,0.4604602
52.1951525,0.4588079
52.196744,0.4561901
52.1980724,0.4533362
52.1993876,0.4497957
52.2008211,0.4447103
52.2013077,0.4425645
52.2019521,0.4401612
52.2022546,0.4387879
52.2028595,0.4369855
52.2035697,0.4352903
52.2047795,0.4322433
52.2053515,0.4304624
52.2055685,0.4285848
52.2056277,0.4272008
52.2056211,0.4260635
52.2056145,0.4253662
52.2056145,0.4252857
52.2055964,0.4250443
52.2056095,0.42465
52.205603,0.4243254
52.2056034,0.4239265
52.2056038,0.4234148
52.205589,0.4225431
52.2055619,0.4209083
52.2055684,0.4202807
52.2055817,0.4193688
52.2056343,0.4176736
52.2056342,0.4157853
52.2055883,0.4129851
52.2052923,0.4085004
52.2052332,0.4058075
52.2050359,0.4032326
52.2049767,0.4020524
52.2049373,0.4005075
52.2048847,0.3986514
52.2047794,0.3975892
52.2043586,0.3964197
52.2038655,0.3955936
52.203162,0.3944778
52.2019652,0.3927398
52.2007159,0.3909802
52.1994665,0.3896928
52.1983355,0.3887325
52.1969018,0.3875041
52.1948895,0.3860879
52.1942187,0.3858036
52.1935478,0.3856158
52.1932338,0.3855702
52.1928737,0.3853423
52.1921206,0.3843284
52.191555,0.3837383
52.1908316,0.3827297
52.1892662,0.3808951
52.1885756,0.3800154
52.1874311,0.3786421
52.186155,0.3770542
52.186155,0.3770542
52.1852867,0.375874
52.1844052,0.3738356
52.1832212,0.371325
52.1819844,0.3687716
52.1813661,0.3675485
52.1803003,0.36551
52.1799188,0.3645015
